 id,text,label
sentinob_9304,অপেক্ষার অবসান হলো । প্রানের ক্যাম্পাসের পছন্দের খাবার,Positive
2952,"এগুলো হাতুড়ি লীগের কাজ । ",Negative
28324,"লকডাউন: এক সপ্তাহের জন্য যে একুশটি বিধিনিষেধ জারি , নিশ্চিত করতে সেনাবাহিনী মোতায়েন করা হবে https://t.co/alrie12O5v",Positive
21153,বাংলাদেশ-নিউজিল্যান্ড সিরিজসহ টিভিতে খেলার সূচি,Positive
sentinob_1628,"আমেরিকা ভাল করেই জানে ইরানে বিমান হামলার ফলাফল হলে আকাশ থেকে ছাই হয়ে ঝরে পড়া । আর আমেরিকা বিমান হামলায় বেশ শক্তিশালী অবস্থানে আছে , সেটা ইরানের বিরোদ্ধে কাজে আসতেছে না ",Neutral
30005,চিকিৎসায় অবহেলার অভিযোগে ম্যারাডোনার চিকিৎসকের বাড়িতে তল্লাশি,Negative
sentinob_2751,"উরুভূমি , ব্যাঙমোরগ থেকে এর ভিডিওর কি হইলো ? মানে আমি থাইল্যান্ড , ব্যাংকক থেকে এর কথা বলছি আরকি ",Negative
8010,"সম্ভব না । সদর দপ্তরেে উচ্চপদস্থ কর্মকর্তারা এ সব দূর্নীতির সাথে জড়িত । তাছাড়া স্বয়ং দুদকে তথ্য দিলে দুদক বিভিন্ন কথা বলে হাত গুটিয়ে নেয় । ",Negative
6153,বাংলাদেশের গুলা দেখে নাহ জাতিসংঘ,Negative
10204,"আমার ক্যাপশন--সাঁতার পারিস না পানিতে নেমেছিস কেন ডুবে মরার জন্য । ",Neutral
sentinob_2541,ইন্ডিয়ার অনেক বর চামচা সালা চারাল,Negative
21405,হাসিখুশিতে আবার ভরে উঠুক আমাদের শিক্ষাঙ্গন,Positive
24662,অনেকে শত চেষ্টা করেও চাকরি না হতাশ হয়ে আত্মহত্যার পথ বেঁছে নিচ্ছেন । ভালো চাকরি পাওয়ার দোয়াটি... https://t.co/pisn17y6yv,Negative
32109,১১ দফা দাবিতে কর্মবিরতি শ্রমিকরা;কর্মবিরতি কাজে আসবে না:মালিক পক্ষ |,Negative
sentinob_3743,সাময়িক বহিষ্কার কোন সমাধান না । স্থায়ী বহিষ্কার করা দরকার যাতে ভবিষ্যতে আর কেউ সাহস না পায় । খুনীদের জরুরী ভিত্তিতে যথাযথ শাস্তির ব্যবস্থা করে নজিরবিহীন দৃষ্টান্ত স্থাপন করতে হবে,Positive
sentinob_3861,"জনম ভরে শুনে আসলাম খালি পেটে ফল খেতে হয়না । ফল খেতে হয় খাবারের পর । আর এখানে দেখলাম সকালে 1বাটি ফল খেতে হবে হা হা হা হা হা হা ",Negative
sentinob_547,"অনেক দিন পর ভাই , চেকন হলেন কিভাবে ",Positive
9749,"TamimTaaফিলিস্তিন ভূখন্ড থেকে হামাসের রকেট হামলা বন্ধ হলেই ইজরায়েল আর ফিলিস্তিনে বিমান হামলা চালাবে না । ",Neutral
18036,"অবিশ্বাস্য সব কাণ্ড ঘটিয়ে এবার ক্লাব বদলেছেন মেসি , রোনালদো , রামোসের মতো মহাতারকারা । দলবদলের বাজারে হয়েছে নতুন রেক… ",Positive
sentinob_8945,যমুনা টিভি অনেক ভাল টিভি সত কঠনা তুলে দরে,Positive
859,"NuR am Kazi কি করবা , সরকারের ম্যানুফ্যাকচারি ং প্রোডাক্ট নিয়োগ দিয়েছে এতে দোষের কিছু না",Negative
sentinob_2822,ব্যাড লাক ! নীলক্ষেতের তেহারীটা ইদানিং ফ্ল্যাকচুয়েট করছে ! একদিন ভালো তো পরের দিন আপনি যেটা বললেন সেটাই,Positive
sentinob_9101,"আর খারাপ কিছু বলে বলছেন খারাপ ভাবে না নিতে , হাইস্যকর  ",Negative
2510,"এই কাজ স্বয়ং আমেরিকা করছে । অন্যদেশের প্রতি আধিপত্য বিস্তার করার জন্য । ",Negative
32968,বিকেল ৪ টার খবর,Positive
sentinob_4765,"নউসিন ভাবি , আর আপনাকে একসাথে অনেক ভালো লাগে , ভাই , খুব সুন্দর জুটি ",Positive
sentinob_6872,পুলিশ ভাই এর ফেজবুকে পাচ্ছি না । কেউ কি দিতে পারবেন ?,Neutral
16709,কুমিল্লা-৭ ( চান্দিনা ) আসনে উপনির্বাচনে জাতীয় পার্টির ( জাপা ) প্রার্থী মো. লুত্ফুর রেজা মনোনয়নপত্র প্রত্যাহার করে…,Negative
sentinob_4920,কি লিখব বাসা খুজে পাই না ভাসা হারিয়ে ফেলেছি,Neutral
2947,এগুলো প্রধানমন্ত্রীর মনগড়া কথা দুর্নীতিকে প্রশ্রয় দেয়া ছাড়া আর কিছু নয়,Negative
sentinob_1049,এই জন্য বলি দশ হাত নলকূপ থেকে কেন পানি পাইনা,Neutral
20529,"চার মাসের ব্যবধানে ৫৪ টাকার চিনি ৮০ টাকা ! ",Negative
sentinob_5350,* আশাকরি যমুনা টিভির সহায়তার মাধ্যমে সে তার পুরস্কৃত টাকা বুঝিয়ে পাবে *,Positive
14386,"আকাশ প্রদ্বীপ বিশ্বিবদ্যালয় আছে । ইডেন মহিলা কলেজ ( বিশ্ববিদ্য ালয় ) । অনার্স মাস্টার্স সব আছে । ",Positive
25669,মাইজদীতে ১৪৪ ধারা জারি,Negative
sentinob_10220,"আমার বাসা কিশোরগঞ্জ সদর , আমাদের এলাকা থেকে কাছেই হোটেল টি । খাবার অনেক বার খেয়েছি , এক কথায় অসাধারণ । আর মালিক তোতা মিয়া অনেক ভাল মানুষ ",Positive
sentinob_7072,"ওরা পুলিশ নামের সয়তান জারজ হারামির বাচচা ওরা ",Negative
110,"Sujan তেল খাওয়া টা বন্ধ হয়ে যাবে এই কাজ করবে না । ",Negative
sentinob_6784,"আশা করি , আপনি বুঝতে পেরেছেন অল্পতে ",Neutral
5973,বস্তুনিষ্ঠ ভোট চোর,Negative
sentinob_1054,কলাপাতায় খাওয়ার ট্রাডিশন টা বাংলা আর দক্ষিণ ভারতেই দেখা যায়,Positive
8712,বিজেপীর মাথা খারাপ হয়ে গেছে,Negative
sentinob_566,রাজশাহীতে আসার জন্য ধন্যবাদ । কাটাখালি যাইয়েন । ওইখানের গরুর কালাভুনা টা মজা,Positive
23134,"খেলাপি ঋণ: রাষ্ট্রায়ত্ত ব্যাংকের লক্ষ্য ৩৮ , ৮০০ কোটি https://t.co/G7rh7GJ5Fq",Negative
sentinob_1400,ভালো লাগলো নতুনের জন্য হেল্পফুল,Positive
24190,খালেদা জিয়া এখনো ঝুঁকিমুক্ত নন: মির্জা ফখরুল https://t.co/GSFRpP44L2,Negative
26241,রোনালদোকে ‘ না ’ করে দিলো ম্যানচেস্টার সিটি । বিস্তারিত নিউজে,Negative
sentinob_5103,"ভাই , আপনি এমন ভাবে খাচ্ছেন আমার তো মুখে পানি চলে আসছে । রাঙ্গামাটির প্রত্যন্ত এলাকায় থাকি বলে এমন খাবারের দেখা তেমন একটা মেলে না । তবে ইচ্ছে আছে খাবারটা টেস্ট করার ",Positive
14166,"Kingshuk Sarkar এতো কিছু চলতে পারলে স্কুল চললে কি হবে ? কোথাও কোন সতর্কতা নেই । স্কুল চললে বাচ্চারা অন্তত তাদের সতর্কতা সম্পর্কে জানতে পারবে । ",Positive
24672,পরিবহন জগতের শ্রেষ্ঠ চাঁদাবাজ রাঙ্গা: কাদের https://t.co/3Tg1WdexTn,Negative
sentinob_10143,খুবই সুন্দর একটা প্রশ্ন ছিল এবং উত্তর টাও অসাধারন হয়েছে. আমার খুবই ভালো লেগেছে,Positive
11934,"তারিখ কত আজকে ভাই ? ? ",Positive
sentinob_6697,"এই বাকরখানি বেচার টাকা দিয়ে তিনি অনেক টাকা অর্জন করেছিলেন । কিন্তু উনার পরের প্রজন্ম উনার আদর্শ ধরে রাখতে পারে নাই । সেই দোকান পরে বন্ধ হয়ে যায় । ঐ দোকানের কারিগররা পরবর্তীতে বিভিন্ন জায়গায় বাকরখানির দোকান দেন ",Negative
26947," ‘ এটা ফালতু একটা অভিযোগ । এত দিন পরে কেন... বিস্তারিত নিউজে",Negative
sentinob_165,"পৃথিবীর সবথেকে নিকৃষ্টতম প্রাণী হচ্ছে বাংলাদেশের পুলিশ আজকে তাদের কাছে একটা মানবতা দেখলাম , দেখে খুব ভালোই লেগেছে , আল্লাহ তাআলার কাছে দোয়া করি আল্লাহ যেন বাংলাদেশের পুলিশকে মানুষের উপকারের জন্য নিযুক্ত করে খারাপ লোক কে যেন পুলিশে চাকরি না হয় সেই কামনা করছি ",Positive
sentinob_4381,"ভাই পুরান ঢাকার বংশালে হাজ্বি জুম্মন কমিউনিটি সেন্টারের সামনে ৪ টা ফাষ্টফুডের দোকান আছে , সেটার একটা রিভিউ করলে খুব ভাল হয় , কম দামে খুবই মজাদার খাবার , ফাষ্টফুডের সকল আইটেমই পাওয়া যায় , একবার টেষ্ট করে দেখতে পারেন , আমি ডেইলি খাই ",Positive
95,"Raju# তালেবাল সমর্থক নাকি ? ",Negative
1432,"আওয়ামিলীগ বলেছিল ঘরে ঘরে চাকরি দিবে - ক্ষমতায় আসার পর সাধারণ জনগণের চাকরি তো হয়ই না , উল্টো কোটি কোটি সাধারণ জনগণের কর্মসংস্থানে জায়গা শেয়ার বাজার থেকে হাজার হাজার কোটি টাকা লুট করে , লাখ লাখ সাধারণ জনগনকে অর্থনৈতিক ভাবে ক্ষতিগ্রস্থ করেছে । বিঃদ্রঃ এখন দলীয় পরিচয় দেখে চাকরি হয় । সাধারণ জনগণের চাকরি হয় না বললেই চলে । ",Negative
5484,পদ্মা সেতুতে নজর দিন । না হলে আপনার আত্মীয় সেতুর বারোটা বাজাবে,Negative
sentinob_5595,ভাইয়া আমরা চাই ডাব চিংড়ি রেছিপি পিলিছ ভাইয়া,Positive
sentinob_11380,ভালো একটা নিউজ কিরলেন তার জন্য সেলুট পাব্লিকের উছিত এইডা নিয়ে মাঠে নামার নাই লে কাজ হবে না বাবু গুমাবে,Neutral
sentinob_1217,পড়া শেষ করে ইউটিউব নিয়ে বসলাম । দেখলাম কবজি ডুবিয়ে খাওয়ার ভিডিও । জীবনের লক্ষ্যটার একটু মোডিফাই হয়ে গেল । সংশোধিত লক্ষ্য - অনেক টাকা কামানো আর এসব খেয়ে বেড়ানো,Positive
sentinob_4614,এই বিজনেসটা কিন্তু খারাপ না । নাটকে এখন কদর নেই । তাই থাওয়া থেকে দাওয়াতে নেমে পড়েছেন । তাতে বিভিন্ন কোম্পানী ওনাকে স্পন্সর করতেছে । আবার গুগল থেকেও টাকা আসছে । খারাপ কি ? নাটকের চেয়ে বেশি ইনকাম,Positive
21783,লোকসানী প্রতিষ্ঠানকে লাভজনক করতে পন্থা বের করুন,Positive
31438,র‍্যাবের পোশাক পরে টার্গেট করা ব্যক্তিকে গাড়িতে তোলে তারা |,Negative
sentinob_10535,"কোথায় , কি ব্যাপারে , কি কমেন্ট করতাসেন তা একটু বুইঝা নিয়েন ",Neutral
22747,পশ্চিমবঙ্গে কমলো করোনা শনাক্তের হার https://t.co/S3tZHeSPpT,Neutral
18732,"যুক্তি ছিল ভেতর ঘরে , তক্কো ছিল বাইরে , দেখা হতেই দুজন... ",Neutral
18018,"ওসি প্রদীপ ও তাঁর স্ত্রীর বিরুদ্ধে দুদকের অভিযোগপত্র গ্রহণ করেছেন আদালত ",Positive
9196,"Debraj Chakraborty তাতে বিবিসি এর উপর আপনার ক্ষিপ্ততার কারন কি ? ",Neutral
sentinob_11559,এ তো পুরো ডাকাতি সুদীপা শুধুমাত্র নিজের নাম ভাঙ্গিয়ে এই রেস্টুরেন্টটা চালাচ্ছে এই দামের কারনেই আপনি ছাড়া আর কোনো কাস্টমার ছিলোনা আমাদের কলকাতায় আরো অনেক ভালো ভালোরেস্টুরেন্ট আছে যেখানে আরো কম দামে অনেক ভালো খাবার পাওয়া যায়,Negative
11392,কেন থাকে ? ভাই,Neutral
23661,৪২তম বিসিএসের মৌখিক পরীক্ষা স্থগিত https://t.co/iMjy5E6Eo7,Negative
11829,"টুইন টাওয়ার হামলা ছিলো সিআইএ এবং মোসাদের একটা যৌথ প্রযোজনা । উইকিলিকস অনেক নথি ফাঁস করেছিলো এ সংক্রান্ত । কিন্তু আফসোসের কথা হলো কোনও মিডিয়াই এসব নিয়ে নিউজ করেনি । যাহোক , সত্যগুলো একদিন বেড়িয়ে আসবেই , ইনশা আল্লাহ । ",Positive
sentinob_11041,"15 জানুয়ারি শেষ দিন ছিলো , সেই দিনই আপনারা ভিডিও দিয়েছেন , এখন তো জিভে জ্বল চলে আসছে - _ - ",Positive
28119,ভারতের হিমাচলে পাথর পড়ে ব্রিজ ধ্বংস হবার ভিডিওটি সম্প্রতি ভাইরাল হয়ে পড়ে https://t.co/VQwJVr8V5V,Negative
32160,শালিস শেষে গৃহবধূর মামলায় গ্রেপ্তার হন তিনি |,Negative
sentinob_1307,থাম্বনেইল এর টঙ্গী বানান ঠিক করেন,Negative
10300,আমি রওনা দিলাম আপনারা আসেন,Neutral
27834,"সমকামী অধিকারকর্মী জুলহাস মান্নান ও মাহবুব তনয় হত্যাকাণ্ড: ছয় জনের মৃত্যুদণ্ড , দুইজন খালাস ",Negative
sentinob_6308,"ইন্ডিয়া তে যদি কেউ বাংলাদেশের সাপোর্ট করে থাকে সেই একমাত্র মানুষ টি হলো সৌরগাঙ্গুলি ",Positive
1707,"আমদের স্বীকৃতি দেওয়া না দেওয়া তালেবানদের কি আসে যায় , যারা রাশিয়া , আমেরিকান বাহিনী কে পরোয়াকরে না । ",Negative
sentinob_11305,ভাই খাবারের দাম বললেন টাকাতে ঐ টা কি আসলেই টাকা তে নাকি ভূটানের মুদ্রায়,Positive
13058,"ভালই হবে আশা করা যায় । তাছাড়া সবাইকে নিয়ে সরকার গঠন করতে হবে কেন । তালেবান এ জয় অর্জন করেছে , দেশকে শত্রুমুক্ত করেছে । ",Negative
2704,"এইদেশে দুর্নীতি অার অনিয়মের কথা বলে মনে হয় না কোন ফয়দা হবে । দেখা যাবে উল্টো দুর্নীতি অার অনিয়ম এর বিরুদ্ধে কথা বলা ব্যক্তিদের যে কোন তকমা লাগিয়ে দেওয়া হয়েছে । ",Negative
sentinob_2993,"ভাই , স্ট্রবেরী ভর্তাটা ঠিক কোন জায়গায় পাওয়া যায় ",Neutral
sentinob_527,হাতি মরলেও ঘোড়ার গলা সমান,Neutral
1862,"আমার খালায় কইছে , মিডিয়া তা প্রমাণ করবে । কিছু আলেম ওলামা , নেতাফেতা গ্রেফতার করা হবে । ",Negative
sentinob_10288,খুব ভাল লাগছে । সপ্ন সুপার কে মন থেকে ধন্নবাদ,Positive
32006,"** নিষেধাজ্ঞা শেষ হতেই ওয়ানডে অলরাউন্ডার র‌্যাঙ্কিংয়ের এক নম্বর জায়গা ফিরে পেলেন সাকিব ",Positive
sentinob_5236,"ভাই , আপনার ভিডিও গুলো সত্যিই অসাধারন হয় । কিন্তু বাংলাদেশি দেখে এত কম ভিউস হয় । আপনার কন্টেন্ট গুলা গ্লোবালি হলে লাখ লাখ মানুষ দেখতো ",Positive
4921,তোরা ও ভুল করছ,Negative
sentinob_2535,"ভাইয়া , ট্রি হাউজের স্টেক ট্রাই করে রিভিউ দিয়েন ",Positive
7223,"মোদির বদলে ভারতের প্রধানমন্ত্রী হওয়ার যোগ্য মমতা ব্যানার্জিই- প্রাকারান্তরে তা স্বীকারই করে নিলো যোগী , মোদি , অমিত শাহেরা । ",Negative
sentinob_7439,আপনি বিস্মিল্লাহ বলেন তাই খুব ভাল লাগে,Positive
sentinob_6891,ওরা দেশের দুশমন মানবতার দুশমন,Negative
sentinob_5167,এখনো আমাদের দেশে বিদেশি খাবারগুলোর ওরিজিনাল স্বাদ আনতে পারে না । কারন বেশির ভাগ রেস্টুরেন্ট গুলোতে দেশে শেফ রান্না করে । আর এসব বিদেশি রান্নার জন্য সেই দেশের শেফ দের ব্যবহার করলে আসল রেসিপির স্বাদ পাওয়া যাবে,Positive
sentinob_5745,মোট 75 + 75 কিমি অর্থাৎ 150 কিমি,Neutral
sentinob_8241,বাংলা দুর্নীতি করে না ভয়ভীতি,Negative
24553,বিশ্বে করোনায় মৃত্যু ৪৭ লাখ ১৩ হাজার ছাড়ালো... https://t.co/i7WRlxHVKQ,Negative
9308,Joshim,Neutral
13564,শূন্য বিন্দু আপনার শরিয়া সম্পর্কে কোন ধারনা নাই,Neutral
2480,"এই অভিযোগ কে করেছে ? প্রিয় বিবিসি সাংবাদিক ভাইয়েরা আপনারা নিষ্টার সাথে যেমনি ভাবে তমাল ভট্টাচার্য এর সাক্ষাৎকার নিয়েছেন ঠিক তেমনি ভাবে আপনারা সেখানে গিয়ে বাস্তবতা দেখে নিউজ করেন । তাহলে আপনাদের উপর আস্থা থাকবে । ",Negative
sentinob_1117,পাপনকে বিসিবির পদ থেকে হাঁটানো হউক । পাপনকেও আইনের আওতায় আনা হউক,Negative
sentinob_8455,এটা পুরোপুরি বানিজ্যিক নয় যেহেতু আয়োজক শিল্পকলা একাডেমী,Neutral
22164,সরে দাঁড়াচ্ছেন জাপানের প্রধানমন্ত্রী সুগা,Neutral
sentinob_2508,আদনান ভাইয়ের গলা কেটে রেখে দিছে,Negative
sentinob_5782,"আমি কাউকে শুধু ধন্যবাদ দিতে চাই না , এতটুকু বলি যে অন্যকে সাহায্য করে তাকে আল্লাহ সাহায্য করে ",Positive
20518,"উইকেটে সুবিধা না থাকলেও আমাকে সর্বোচ্চ চেষ্টা চালিয়ে যেতে হবে ",Positive
4222,চোরের মায়ের বড় গলা,Neutral
sentinob_9406,"পাহাড় তো হলো , এইবার সমুদ্র , নদী , জংগল , বনে বাদাড়েও যেয়েন ভাইয়া ",Positive
sentinob_9271,আপনি যে বললেন খাবার টা ফ্রি । পানি টা ফ্রি । আমার একটা প্রশ্ন খাবার কি 1 বার ই দিবে মানে 1 প্লেট খাবার দরকার হয় তাহলে কি পাওয়া জায় । নাকি 1 জন 1 প্লেট,Positive
4873,"তোদের উপর গজব আসতে পারে তাই ছিন্তিত মনে হচ্ছে তোদের ",Negative
sentinob_788,"আর ইঞ্জিনিয়ারিং শেষ করে মাছের ব্যবসা করছেন ভালো কথা , আপনি হয়ত ইঞ্জিনিয়ারিং এ ভালো জ্ঞান রাখতেও পারেন । তাই বলে কৃষি ও মাছ নিয়ে পড়াশুনা না করেই , নিজেকে মাছের তথ্য সম্পর্কে সব থেকে জান্তা সমশের ভাবা মূর্খামির কাজ ",Negative
23174," ‘ আম্মুকে নিতে এসেছি ’ https://t.co/MnrjpT0IHO",Positive
sentinob_6066,"সকল বেকার পিতা ও মানুষ বেকারত্বের অভিশাপ থেকে মুক্তি পাক । তাদের সন্তান ও পরিবার পরিজনের জন্য একটি সুস্থ ও সুন্দর পৃথিবী গঠনে অবদান রাখুক ",Positive
19533,"ট্রেনে প্রসূতিকে সহায়তা করে প্রশংসায় ভাসছেন ডা. ফারজানা ",Positive
15556,যা স্কুলে যা,Positive
15502,"মাননীয় শিক্ষামন্ত্রী কে.জি স্কুলের দিকে কিছু দৃষ্টি আকর্ষণ করুন কারণ ছোট ছোট বাচ্চা দের পড়া লেখা ব ই দিয়ে যেভাবে চাপ দিচ্ছে এতে ভবিষ্যত প্রজন্মকে ধ্বংসের কারণ আমি মনে করি । ",Positive
4101,চাকরির নিয়োগপত্র দুর্নীতির কারণ,Negative
sentinob_2122,"শাউয়ার বাংগালি যেখানে সেখানে চা এর দোকান , রেস্টুরেন্ট খুইলা বসে । চোদনাগো ঝোলা বেশি । বাঞ্চুত ",Negative
sentinob_698,আমি চাই টাকা দেবে তানাহলে দেশ থেকে টিকেট বেচা বনদো করতে হবে,Negative
sentinob_6619,এদের মতো নর্দমার কীট যেন বাংলাদেশে আর জন্ম নিতে না পারে,Negative
sentinob_4953,পচা বাসি অসাস্থ্যকর খাবারের জন্য বিখ্যাত এই মার্কেট,Negative
28420,খিলগাঁওয়ে কাগজ কুড়াতে গিয়ে পা পিছলে ড্রেনে পড়ে নিখোঁজ কিশোর https://t.co/KNBXVihGrh,Negative
sentinob_1482,"জদি আমি রোজ 1 থেকে দের ঘন্টা হাটি , আমার কাজ গুলো করবে কে ? ডাক্তার আপা ",Neutral
sentinob_3537,এর মারে সহ চোদার সময় হয়েছে কাংকির মাগির পুলা দের জম্মের টিক নাই ডাচবিনের পারে জম্ম দিছে,Negative
sentinob_9142,বাংলাদেশের এক নতুন সূর্যের নাম নুরু ভাই,Positive
20779,"কোটি কোটি টাকা রাজস্ব হারিয়েছে ডিএসসিসি ",Negative
26074,প্রবাসীদের জন্য অপেক্ষার জটলা খুলছে । বিস্তারিত নিউজে,Positive
sentinob_1118,100 টা স্ম্রাট মিলে একটা পাবলো হয়তে পারবে না,Neutral
6968,"মানুষ ঘর পায়না , আর যারা পেয়েছে তারা বুঝি হাতুরি শাবল দিয়ে ঘর ভেঙ্গেছে , শেখ হাসিনার বয়স হওয়াতে সব সর্বনাশ হয়েছে । ",Negative
sentinob_2039,"এটার নাম সিস্টেম , রাবি ক্যান্টিনে রাতে এটা হয় , সেটার নামও সিস্টেম ",Negative
12415,"পুথিগত বিদ্যা আর পরহস্তে ধন । নহে বিদ্যা নহে ধন হলে প্রয়োজন । আসলে আমাদের সমাজ ব্যবস্তই এই সমস্যর মুল কারন । ",Neutral
sentinob_2444,18 মিনিট চোখের নিমিষেই শেষ হয়ে যায়,Neutral
sentinob_12119,তোমার খালাতো ভাইয়ের দোকান,Neutral
9916,"অল্লহু আলাম ",Negative
21861,ছাত্র ও যুব অধিকারের ২০ নেতাকর্মীর জামিন,Positive
sentinob_12126,ভাই আপনি আর ভিডিও দেন না কেন আপনার ভিডিও দেখার জন্য অপেক্ষা করতাছি,Positive
15165,দ্রুত সেই ষড়যন্ত্রকারীদের আইনের আওতায় আনা হোক,Positive
sentinob_8715,অামরা তোমাকে ভুলবো না রোমান্টিক হিরো,Positive
2928,"এখানে সরকারের সদ্বিচ্ছা গুরুত্বপূর্ণ । কিছুদিন আগে সরকারি পাটকলের শ্রমিকরা ৭/৮ মাসের বেতনের আন্দোলন করেছিলো । সরকারই চায়না পাটকল থাকুক । ",Negative
9670,Shamsনবম ? সপ্তম,Neutral
1007,"Rubelতোমার মাথায় গেস হয়েছে , , , , , ",Negative
16431,"গত বছর করোনা মহামারির সময় সরকারের ত্রাণ , খাদ্যবান্ধব কর্মসূচি , নগদ অর্থসহায়তায় অনিয়মের দায়ে ১০৮ জনপ্রতিনিধিকে… ",Negative
sentinob_7574,পাপন মাতারি । খানকির পুলা এখন বিচার করছ না,Negative
28098,"পরিবারের চাপে ছোটবেলায় নাচের শখ পূরণ হয়নি , তবে ৭৮ বছরে এসে নাচে মজেছেন কৃষ্ণা কুমারী https://t.co/lCqonqCl3x",Positive
24127,করোনায় ভারতে প্রাণ হারিয়েছেন ১৩৯৪ চিকিৎসক https://t.co/XjItB6jBzc,Negative
sentinob_12547,নস্টালজিয়ায় মোড়া কফি হাউজ । খুব সুন্দর ভাবে দেখালেন আদনান ভাই,Positive
sentinob_1218,পাহাড়ী এলাকা । পথ ঘাট অনেক রিস্কি । তাই আর্মিদের গার্ড ছাড়া যাওয়া যায় না । তাছাড়া সাজেক হলো আর্মি নিয়ন্ত্রিত এলাকা,Positive
18764,"এবার তালেবানের সমর্থনে রাস্তায় আফগান নারীরা ",Positive
sentinob_4976,বাম হাত ডান হাত দুটাই উপর ওয়ালার,Neutral
sentinob_2651,ফাহিম ভাই শশুর বাড়ি গেলে শুদু মাছ ই দেয় না মাথা টাও দেয় না ভাবি খেয়ে ফেলে । অনেক সুন্দর হয়ছে ভিডিও টা,Positive
sentinob_4400,"নিউজ তো অবশ্যই প্রশংসার দাবিদার রাকে , ধন্যবাদ সত্যটা প্রকাশ করার জন্য , আশরাফুলের জন্য এ কোন খারাপ লাগে , একটা ভুলের জন্য , ওর সারাটা জীবন ধ্বংস করে দিছে , এই জুয়াড়ি পাপন , এই খানকির পোলার কারণে ভারতের কাছে বাংলাদেশ বারবার হারে ",Positive
sentinob_12332,"অলস , এক্সারসাইজ করলে কি হয় ",Negative
6127,"বাংলাদেশে মানুষ Quantity দেখে Quity না , তাই শুধু কামাই এর চিন্তা মূখ্য হাওয়ায় Quty compromise করে সবাই চাকুরী খোঁজে , যে দেশে প্রাথমিক এর শিক্ষকরা অধিকাংশই দুর্বল background থেকে আসে সেই দেশে শিক্ষা auxilary factor , বাংলাদেশে যারা উচ্চ শিক্ষিত তারা অধিকাংশই সার্টিফিকেট এর জন্য পড়ে আর এটা employer রা জানে বিধায় মূল্যায়ন হয় না , পাশাপাশি ডিগ্রি শুধু fashion হাওয়ার কারণে ডিগ্রি ধারী বেকার বেশি মনে হয় , বস্তুত টোটাল বেকার অনেক বেশি",Negative
sentinob_2324,একেবারে আহা উহু করার কিছু নেই । আবার ঠিক খারাপ ও বলা যাচ্ছেনা । ট্রেডমার্ক কমেন্ট,Positive
12569,ফ্রিল্যান্সিং এর প্রসার না ঘটানো এবং প্রাতিষ্ঠানিক শিক্ষার পাশাপাশি কর্মমুখী শিক্ষার অভাব,Neutral
15477,ভেরি গুড,Positive
14378,"অাবার ফিরে অাসুক অামাদের সোনালি হাস । ",Positive
20714,"পুলিশ কর্মকর্তাকে কোপাল মাদক ব্যবসায়ী ",Negative
26575,কিছু নিয়ম মেনে চললে আপনার জীবনে প্রেম থাকবে । জীবনে প্রেমকে ধরে রাখার জন্য... বিস্তারিত নিউজে,Positive
sentinob_4046,শুভ জন্মদিন সাজিদ হোসেন,Positive
12612,"বর্তমানের পড়াশোনা হচ্ছে পরীক্ষাকেন্দ্রি ক । শুধু পরীক্ষা নেয়া আর পাশ করতেই পারলেই যেন স্টুডেন্ট ও বিশ্ববিদ্যালয় দুজনেই হাফ ছেড়ে বাছে । অথচ এই পড়াশুনার বাস্তবমুখী কোনো কাজ নেই । বর্মান অনার্স লেভেলে যে পড়াশুনা করানো হয় তার অধিকাংশ পড়াই আমাদের বাস্তবজীবনে কাজে আসে না বা ওই সাবজেক্ট রিলেটেড কর্মক্ষেত্রও খুবই কম । ফলে যে কোনো জবে ঢুকতে গেলে অভিজ্ঞতা লাগে । এখন সদ্য পাশ করা একজন স্টুডেন্ট সেই অভিজ্ঞতা পাবে কোথায় যার ফলে বেকার থাকে । আমার মনে হয় যদি জব সেক্টরের জব হোল্ডাররা নিজেরাই নতুনদের নিয়ে যদি ১ , ২ মাস ওই জব সংশ্লিষ্ট প্রশিক্ষন দিয়ে তাদেরকে গড়ে নেয়া যায় তাহলে হয়তো নতুনরা একটু সুযোগ পাবে । ",Neutral
2661,"এই সংবাদ যখন পড়ছি , কারেন্ট এর অভাবে গরমে হাসফাস করছি । ",Negative
14218,Piyushচীনের অঙ্গরাজ্য মিজোরাম জিন্দাবাদ । https:// www.বিবিসি.com/ bengi/ news-৪৭০৫৮৫৫১.am p,Positive
sentinob_2460,বাকি সব ঠিক আছে । মানুষ হিসেবেও খুব ভালো,Positive
28407,নতুন রাজনৈতিক দল গঠনের সভার জন্য কোন অডিটোরিয়াম পাওয়া যাচ্ছিল না । সেখান থেকে কীভাবে জন্ম হয়েছিল আওয়ামী লীগের -… https://t.co/qRtHMTRIbq,Positive
26912,"মেক্সিকোর পররাষ্ট্র মন্ত্রণালয় জানিয়েছে , অস্ত্র প্রস্তুতকারকরা ‘ এই বিষয়ে সচেতন যে তাদের পণ্য... বিস্তারিত নিউজে",Positive
sentinob_6059,আদনান ভাই আমি আপনার ব্লগ এর খুব বড় একজন ভক্ত প্রায় দেখা হয় । আমি খুব নিম্ম মধ্যবিত্ত পরিবারে বড় হয়েছি । আমি যদি একটু ছোট্ট অনুরধ করি আশাকরি ক্ষমা সুন্দর দৃষ্টিতে দেখবেন,Positive
4294,"জঘন্য অপরাধ । ",Negative
